Local time in Romulus / Detroit (airport);T;P0;P;U;DD;Ff;ff10;WW;W'W';c;VV;Td
06.07.2022 8:53;21.0;744.5;761.5;88;Wind blowing from the north-east;2;;Light rain, mist;;Overcast (100%) 630 m;9.0;19.0
06.07.2022 7:53;21.0;743.8;760.7;88;Wind blowing from the east-northeast;3;;Light rain, mist;;Broken clouds (60-90%) 750 m, overcast (100%) 1500 m;8.0;19.0
06.07.2022 7:35;22.0;744.3;761.2;83;Wind blowing from the north-east;3;;Light rain;;Broken clouds (60-90%) 750 m, overcast (100%) 1500 m;8.0;19.0
06.07.2022 6:53;22.0;744.1;761.0;78;Wind blowing from the north-northeast;2;;;;Scattered clouds (40-50%) 1200 m, broken clouds (60-90%) 2100 m, overcast (100%) 4800 m;11.0;18.0
06.07.2022 5:53;22.0;743.6;760.5;83;Wind blowing from the north-east;2;;Mist;;Scattered clouds (40-50%) 1050 m, broken clouds (60-90%) 1950 m, overcast (100%) 4800 m;8.0;19.0
06.07.2022 4:53;21.0;743.3;760.2;88;Calm, no wind;0;;;;Few clouds (10-30%) 1950 m, broken clouds (60-90%) 4500 m, overcast (100%) 6900 m;14.0;19.0
06.07.2022 3:53;21.0;742.6;759.5;88;Wind blowing from the north-east;2;;;;Scattered clouds (40-50%) 1950 m, broken clouds (60-90%) 4800 m, overcast (100%) 6900 m;12.0;19.0
06.07.2022 2:53;21.0;742.8;759.7;88;Wind blowing from the north-east;2;;Light rain;;Scattered clouds (40-50%) 1050 m, broken clouds (60-90%) 1800 m, overcast (100%) 2850 m;12.0;19.0
06.07.2022 2:38;21.0;742.8;759.7;88;Wind blowing from the north-east;3;;Light rain;;Scattered clouds (40-50%) 840 m, broken clouds (60-90%) 1800 m, overcast (100%) 2850 m;11.0;19.0
06.07.2022 2:24;21.0;743.1;760.0;88;Wind blowing from the east;2;;Thunderstorm, rain, mist;;Scattered clouds (40-50%) 840 m, broken clouds (60-90%) 1650 m, cumulonimbus clouds , overcast (100%) 2850 m;8.0;19.0
06.07.2022 2:07;21.0;743.3;760.2;88;Wind blowing from the south-east;2;;Light thunderstorm, rain, mist;;Broken clouds (60-90%) 840 m, overcast (100%) 1650 m, cumulonimbus clouds;8.0;19.0
06.07.2022 1:53;22.0;743.8;760.7;78;Wind blowing from the south;2;;Thunderstorm, rain;;Broken clouds (60-90%) 900 m, broken clouds (60-90%) 1650 m, cumulonimbus clouds , overcast (100%) 3600 m;4.0;18.0
06.07.2022 1:44;22.0;744.1;761.0;78;Wind blowing from the south-east;3;;Thunderstorm, rain;;Broken clouds (60-90%) 900 m, broken clouds (60-90%) 1650 m, cumulonimbus clouds , overcast (100%) 4800 m;4.0;18.0
06.07.2022 1:16;22.0;744.1;761.0;73;Wind blowing from the south-southeast;2;;Thunderstorm;;Broken clouds (60-90%) 750 m, broken clouds (60-90%) 1650 m, cumulonimbus clouds , overcast (100%) 4800 m;16.0;17.0
06.07.2022 0:53;22.0;744.1;761.0;78;Wind blowing from the south-east;2;;;;Broken clouds (60-90%) 1140 m, broken clouds (60-90%) 1950 m, overcast (100%) 6000 m;16.0;18.0
05.07.2022 23:53;23.0;743.4;760.2;74;Wind blowing from the east-northeast;4;;;;Broken clouds (60-90%) 1140 m, broken clouds (60-90%) 1800 m, overcast (100%) 7500 m;16.0;18.0
05.07.2022 22:53;23.0;742.2;759.0;74;Wind blowing from the east-northeast;5;;;;Scattered clouds (40-50%) 1050 m, scattered clouds (40-50%) 1800 m, broken clouds (60-90%) 7500 m;16.0;18.0
05.07.2022 21:53;27.0;741.6;758.2;70;Wind blowing from the east-northeast;7;10;;;Scattered clouds (40-50%) 1800 m, broken clouds (60-90%) 7500 m;16.0;21.0
05.07.2022 20:53;28.0;741.4;757.9;70;Wind blowing from the north;2;;;;Scattered clouds (40-50%) 1800 m, scattered clouds (40-50%) 7500 m;16.0;22.0
05.07.2022 19:53;29.0;741.0;757.4;66;Wind blowing from the north-northwest;3;;;;Few clouds (10-30%) 1200 m, scattered clouds (40-50%) 7500 m;16.0;22.0
05.07.2022 18:53;30.0;741.5;757.9;62;Wind blowing from the west-northwest;3;;;;Scattered clouds (40-50%) 1200 m, broken clouds (60-90%) 7500 m;16.0;22.0
05.07.2022 17:53;31.0;741.6;757.9;59;Wind blowing from the west-northwest;5;;;;Scattered clouds (40-50%) 1200 m;16.0;22.0
05.07.2022 16:53;31.0;741.6;757.9;59;Wind blowing from the west;5;;;;Scattered clouds (40-50%) 1200 m;16.0;22.0
05.07.2022 15:53;32.0;741.6;757.9;55;Wind blowing from the west;5;;;;Scattered clouds (40-50%) 1200 m;16.0;22.0
05.07.2022 14:53;32.0;741.6;757.9;55;Wind blowing from the west;7;;;;Scattered clouds (40-50%) 1050 m;16.0;22.0
05.07.2022 13:53;31.0;741.9;758.2;62;Wind blowing from the west;6;;;;Scattered clouds (40-50%) 1050 m;16.0;23.0
05.07.2022 12:53;29.0;741.9;758.4;66;Wind blowing from the west;7;10;;;Scattered clouds (40-50%) 600 m, broken clouds (60-90%) 1050 m;16.0;22.0
05.07.2022 12:50;29.0;741.9;758.4;66;Wind blowing from the west;7;10;;;Scattered clouds (40-50%) 600 m, broken clouds (60-90%) 1050 m;16.0;22.0
05.07.2022 11:53;28.0;742.2;758.7;70;Wind blowing from the west-southwest;7;11;;;Overcast (100%) 840 m;16.0;22.0
05.07.2022 10:53;28.0;742.2;758.7;66;Wind blowing from the west-southwest;7;;;;Broken clouds (60-90%) 1200 m;16.0;21.0
05.07.2022 9:53;26.0;742.1;758.7;74;Wind blowing from the west-southwest;8;;;;Few clouds (10-30%) 600 m, broken clouds (60-90%) 1350 m, broken clouds (60-90%) 6900 m;16.0;21.0
05.07.2022 8:53;24.0;742.3;759.0;83;Wind blowing from the west-southwest;6;;;;Few clouds (10-30%) 360 m, overcast (100%) 1200 m;16.0;21.0
05.07.2022 7:53;23.0;741.9;758.7;89;Wind blowing from the west-southwest;7;;;;Scattered clouds (40-50%) 360 m, broken clouds (60-90%) 3000 m, overcast (100%) 6000 m;16.0;21.0
05.07.2022 6:53;22.0;742.3;759.2;88;Wind blowing from the south-west;5;;;;Few clouds (10-30%) 450 m, broken clouds (60-90%) 1950 m, overcast (100%) 6000 m;12.0;20.0
05.07.2022 5:53;21.0;742.8;759.7;88;Wind blowing from the west-southwest;6;;;;Few clouds (10-30%) 360 m, broken clouds (60-90%) 1650 m, overcast (100%) 3000 m;14.0;19.0
05.07.2022 4:53;21.0;741.8;758.7;88;Wind blowing from the south;4;;;;Few clouds (10-30%) 750 m, broken clouds (60-90%) 1350 m, overcast (100%) 3000 m;12.0;19.0
05.07.2022 4:36;21.0;742.1;759.0;88;Wind blowing from the south;4;;Light rain;;Scattered clouds (40-50%) 750 m, broken clouds (60-90%) 1350 m, overcast (100%) 2700 m;12.0;19.0
05.07.2022 4:03;21.0;742.3;759.2;88;Wind blowing from the south;5;;Thunderstorm;;Scattered clouds (40-50%) 750 m, broken clouds (60-90%) 1350 m, cumulonimbus clouds , overcast (100%) 2700 m;11.0;19.0
05.07.2022 3:53;22.0;742.6;759.5;78;Wind blowing from the south-southeast;6;9;Light thunderstorm, rain;;Broken clouds (60-90%) 750 m, overcast (100%) 1350 m, cumulonimbus clouds;6.0;18.0
05.07.2022 3:45;21.0;742.6;759.5;88;Wind blowing from the south-southeast;5;9;Light thunderstorm, rain, mist;;Broken clouds (60-90%) 750 m, overcast (100%) 1350 m, cumulonimbus clouds;6.0;19.0
05.07.2022 3:36;21.0;742.8;759.7;88;Wind blowing from the south-east;5;;Heavy thunderstorm, rain, mist;;Broken clouds (60-90%) 420 m, broken clouds (60-90%) 1350 m, cumulonimbus clouds , overcast (100%) 2250 m;4.0;19.0
05.07.2022 2:53;21.0;743.1;760.0;88;Wind blowing from the south-east;4;;Thunderstorm, rain, mist;;Scattered clouds (40-50%) 360 m, broken clouds (60-90%) 1350 m, cumulonimbus clouds , overcast (100%) 2250 m;6.0;19.0
05.07.2022 2:44;21.0;743.3;760.2;88;Wind blowing from the east-southeast;4;;Light thunderstorm, rain, mist;;Scattered clouds (40-50%) 360 m, broken clouds (60-90%) 1350 m, cumulonimbus clouds , overcast (100%) 2250 m;9.0;19.0
05.07.2022 2:33;21.0;743.3;760.2;83;Wind blowing from the east-southeast;3;;Thunderstorm, rain;;Broken clouds (60-90%) 360 m, overcast (100%) 1350 m, cumulonimbus clouds;6.0;18.0
05.07.2022 2:17;22.0;744.1;761.0;78;Wind blowing from the south;4;;Heavy thunderstorm, rain;;Scattered clouds (40-50%) 240 m, broken clouds (60-90%) 1350 m, cumulonimbus clouds , overcast (100%) 2400 m;4.0;18.0
05.07.2022 2:03;23.0;743.9;760.7;74;Wind blowing from the south-southeast;5;;Thunderstorm, rain;;Broken clouds (60-90%) 1500 m, cumulonimbus clouds , overcast (100%) 2550 m;6.0;18.0
05.07.2022 1:53;23.0;743.9;760.7;74;Wind blowing from the south;7;;Thunderstorm, rain;;Broken clouds (60-90%) 1500 m, cumulonimbus clouds , overcast (100%) 2550 m;4.0;18.0
05.07.2022 1:50;23.0;744.2;761.0;74;Wind blowing from the south;7;;Thunderstorm, rain;;Broken clouds (60-90%) 1500 m, cumulonimbus clouds , overcast (100%) 2550 m;4.0;18.0
05.07.2022 1:41;23.0;744.2;761.0;74;Wind blowing from the south-southeast;7;8;Thunderstorm, rain;;Broken clouds (60-90%) 1500 m, cumulonimbus clouds , overcast (100%) 2550 m;6.0;18.0
05.07.2022 0:53;25.0;745.0;761.7;61;Wind blowing from the east;2;;Light rain;;Broken clouds (60-90%) 1650 m, broken clouds (60-90%) 2250 m, overcast (100%) 3600 m;11.0;17.0
04.07.2022 23:53;27.0;744.9;761.5;51;Wind blowing from the south;5;;;;Scattered clouds (40-50%) 1800 m, broken clouds (60-90%) 2850 m, overcast (100%) 5100 m;16.0;16.0
04.07.2022 22:53;27.0;744.9;761.5;54;Wind blowing from the south;4;;;;Few clouds (10-30%) 2700 m, broken clouds (60-90%) 3900 m;14.0;17.0
04.07.2022 21:53;27.0;745.7;762.3;54;Wind blowing from the south-southeast;4;;;;Few clouds (10-30%) 2700 m, overcast (100%) 4200 m;11.0;17.0
04.07.2022 20:53;27.0;745.4;762.0;54;Wind blowing from the south-southeast;4;;;;Overcast (100%) 4500 m;16.0;17.0
04.07.2022 19:53;27.0;745.8;762.5;54;Wind blowing from the south-southeast;4;;;;Overcast (100%) 4500 m;16.0;17.0
04.07.2022 18:53;28.0;745.9;762.5;48;Wind blowing from the south-east;4;;;;Scattered clouds (40-50%) 4500 m, overcast (100%) 5400 m;16.0;16.0
04.07.2022 17:53;29.0;746.7;763.3;45;Wind blowing from the south-southeast;4;;;;Overcast (100%) 6300 m;16.0;16.0
04.07.2022 16:53;29.0;746.9;763.5;48;Wind blowing from the south-southeast;4;;;;Broken clouds (60-90%) 6000 m;16.0;17.0
04.07.2022 15:53;31.0;747.0;763.5;43;Wind blowing from the south-east;4;;;;Few clouds (10-30%) 2100 m, broken clouds (60-90%) 6000 m;16.0;17.0
04.07.2022 14:53;32.0;747.4;763.8;33;Wind blowing from the south-southwest;4;8;;;Broken clouds (60-90%) 6000 m;16.0;14.0
04.07.2022 13:53;31.0;748.0;764.5;35;Wind blowing from the west-southwest;5;8;;;Few clouds (10-30%) 2250 m, broken clouds (60-90%) 6000 m;16.0;14.0
04.07.2022 12:53;31.0;748.3;764.8;35;Wind blowing from the south-west;5;;;;Few clouds (10-30%) 2100 m, broken clouds (60-90%) 6900 m;16.0;14.0
04.07.2022 11:53;31.0;748.8;765.3;38;Wind blowing from the west-southwest;6;;;;Broken clouds (60-90%) 6900 m;16.0;15.0
04.07.2022 10:53;31.0;749.1;765.6;38;Wind blowing from the south-southwest;6;;;;Broken clouds (60-90%) 7500 m;16.0;15.0
04.07.2022 9:53;29.0;749.2;765.8;45;Wind blowing from the south-southwest;4;;;;Few clouds (10-30%) 4500 m, broken clouds (60-90%) 7500 m;16.0;16.0
04.07.2022 8:53;27.0;749.4;766.1;51;Wind blowing from the south-west;3;;;;Few clouds (10-30%) 4800 m, broken clouds (60-90%) 7500 m;16.0;16.0
04.07.2022 7:53;24.0;748.9;765.8;57;Wind blowing from the south-west;5;;;;Scattered clouds (40-50%) 4800 m, broken clouds (60-90%) 7500 m;16.0;15.0
04.07.2022 6:53;22.0;749.1;766.1;65;Wind blowing from the south-west;3;;;;Scattered clouds (40-50%) 4800 m, broken clouds (60-90%) 7500 m;11.0;15.0
04.07.2022 5:53;19.0;748.9;766.1;73;Wind blowing from the south-west;2;;Haze;;Scattered clouds (40-50%) 4800 m, broken clouds (60-90%) 7500 m;8.0;14.0
04.07.2022 4:53;18.0;748.6;765.8;88;Wind blowing from the south;2;;Haze;;Few clouds (10-30%) 1950 m, scattered clouds (40-50%) 4800 m, scattered clouds (40-50%) 7500 m;8.0;16.0
04.07.2022 3:53;19.0;748.6;765.8;83;Wind blowing from the south-west;2;;Haze;;Few clouds (10-30%) 1950 m, scattered clouds (40-50%) 7500 m;8.0;16.0
04.07.2022 2:53;19.0;748.6;765.8;88;Wind blowing from the south;2;;Mist;;Scattered clouds (40-50%) 7500 m;8.0;17.0
04.07.2022 1:53;19.0;748.6;765.8;88;Wind blowing from the west;2;;Mist;;Scattered clouds (40-50%) 7500 m;9.0;17.0
04.07.2022 0:53;21.0;748.7;765.8;83;Calm, no wind;0;;;;Few clouds (10-30%) 1950 m, scattered clouds (40-50%) 7500 m;11.0;18.0
03.07.2022 23:53;21.0;748.7;765.8;78;Calm, no wind;0;;;;Few clouds (10-30%) 1950 m, scattered clouds (40-50%) 7500 m;12.0;17.0
03.07.2022 22:53;21.0;748.7;765.8;78;Calm, no wind;0;;;;Few clouds (10-30%) 2250 m;11.0;17.0
03.07.2022 21:53;22.0;748.6;765.6;73;Wind blowing from the south;2;;;;No clouds;16.0;17.0
03.07.2022 20:53;22.0;748.3;765.3;69;Wind blowing from the south;2;;;;Few clouds (10-30%) 6000 m;16.0;16.0
03.07.2022 19:53;24.0;748.1;765.0;57;Wind blowing from the south;3;;;;Few clouds (10-30%) 2250 m, few clouds (10-30%) 6000 m;16.0;15.0
03.07.2022 18:53;27.0;748.1;764.8;45;Wind blowing from the south;4;;;;Few clouds (10-30%) 2250 m, few clouds (10-30%) 6000 m;16.0;14.0
03.07.2022 17:53;28.0;748.2;764.8;42;Wind blowing from the south;4;;;;Few clouds (10-30%) 2100 m, few clouds (10-30%) 7500 m;16.0;14.0
03.07.2022 16:53;28.0;748.3;765.0;42;Wind blowing from the south;5;;;;Few clouds (10-30%) 1950 m, few clouds (10-30%) 7500 m;16.0;14.0
03.07.2022 15:53;28.0;748.6;765.3;42;Wind blowing from the south;3;;;;Few clouds (10-30%) 1950 m, few clouds (10-30%) 7500 m;16.0;14.0
03.07.2022 14:53;27.0;748.9;765.6;42;Wind blowing from the south-southwest;3;;;;Few clouds (10-30%) 1800 m, few clouds (10-30%) 7500 m;16.0;13.0
03.07.2022 13:53;28.0;749.1;765.8;40;Wind blowing from the south-southeast;4;;;;Few clouds (10-30%) 1950 m, few clouds (10-30%) 7500 m;16.0;13.0
03.07.2022 12:53;27.0;749.4;766.1;39;Wind blowing from the south;4;;;;Few clouds (10-30%) 2100 m;16.0;12.0
03.07.2022 11:53;26.0;749.5;766.3;34;Wind blowing from the south;2;;;;Few clouds (10-30%) 2100 m;16.0;9.0
03.07.2022 10:53;25.0;749.7;766.6;36;variable wind direction;2;;;;Few clouds (10-30%) 1950 m, few clouds (10-30%) 2700 m;16.0;9.0
03.07.2022 9:53;23.0;749.8;766.8;38;Wind blowing from the south-southeast;4;;;;Few clouds (10-30%) 1950 m, few clouds (10-30%) 2700 m;16.0;8.0
03.07.2022 8:53;22.0;749.8;766.8;47;Wind blowing from the east-southeast;3;;;;Few clouds (10-30%) 1650 m, broken clouds (60-90%) 2250 m;16.0;10.0
03.07.2022 7:53;21.0;749.2;766.3;57;variable wind direction;2;;;;Broken clouds (60-90%) 2550 m;16.0;12.0
03.07.2022 6:53;19.0;748.6;765.8;60;Wind blowing from the north-northeast;2;;;;Broken clouds (60-90%) 2250 m, broken clouds (60-90%) 2850 m;16.0;11.0
03.07.2022 5:53;18.0;748.1;765.3;64;Wind blowing from the north-east;2;;;;Broken clouds (60-90%) 4200 m;16.0;11.0
03.07.2022 4:53;18.0;747.8;765.0;64;Wind blowing from the north-northeast;3;;;;Broken clouds (60-90%) 3600 m;16.0;11.0
03.07.2022 3:53;18.0;747.3;764.5;64;Wind blowing from the north-east;2;;;;Scattered clouds (40-50%) 3300 m, broken clouds (60-90%) 4800 m;16.0;11.0
03.07.2022 2:53;18.0;747.1;764.3;64;Wind blowing from the north-northeast;2;;;;Broken clouds (60-90%) 5400 m;16.0;11.0
03.07.2022 1:53;19.0;747.2;764.3;60;Calm, no wind;0;;;;Broken clouds (60-90%) 5400 m, broken clouds (60-90%) 6900 m;16.0;11.0
03.07.2022 0:53;21.0;747.0;764.0;50;Wind blowing from the north-northeast;3;;;;Scattered clouds (40-50%) 6900 m;16.0;10.0
02.07.2022 23:53;21.0;746.5;763.5;53;Wind blowing from the north;3;;;;Scattered clouds (40-50%) 7500 m;16.0;11.0
02.07.2022 22:53;22.0;746.4;763.3;50;Wind blowing from the north-northwest;2;;;;Few clouds (10-30%) 6000 m, broken clouds (60-90%) 7500 m;16.0;11.0
02.07.2022 21:53;23.0;746.4;763.3;44;Wind blowing from the north-west;2;;;;Few clouds (10-30%) 5400 m, broken clouds (60-90%) 7500 m;16.0;10.0
02.07.2022 20:53;24.0;746.0;762.8;41;Wind blowing from the north-west;2;;;;Scattered clouds (40-50%) 5400 m, broken clouds (60-90%) 7500 m;16.0;10.0
02.07.2022 19:53;25.0;745.5;762.3;36;Wind blowing from the west-northwest;3;;;;Scattered clouds (40-50%) 4500 m, broken clouds (60-90%) 7500 m;16.0;9.0
02.07.2022 18:53;26.0;745.3;762.0;37;Wind blowing from the west-northwest;4;;;;Few clouds (10-30%) 4500 m, broken clouds (60-90%) 7500 m;16.0;10.0
02.07.2022 17:53;28.0;745.1;761.7;35;Wind blowing from the west-northwest;6;;;;Few clouds (10-30%) 2250 m, few clouds (10-30%) 4500 m, broken clouds (60-90%) 7500 m;16.0;11.0
02.07.2022 16:53;28.0;745.1;761.7;35;Wind blowing from the west-northwest;6;9;;;Few clouds (10-30%) 1950 m, few clouds (10-30%) 4500 m, broken clouds (60-90%) 7500 m;16.0;11.0
02.07.2022 15:53;29.0;745.2;761.7;35;Wind blowing from the north-west;6;10;;;Few clouds (10-30%) 1800 m, broken clouds (60-90%) 6000 m;16.0;12.0
02.07.2022 14:53;27.0;745.4;762.0;45;Wind blowing from the west-northwest;4;;;;Few clouds (10-30%) 1800 m, broken clouds (60-90%) 6000 m;16.0;14.0
02.07.2022 13:53;28.0;745.9;762.5;42;Wind blowing from the west-northwest;5;9;;;Scattered clouds (40-50%) 1650 m, broken clouds (60-90%) 6000 m;16.0;14.0
02.07.2022 12:53;27.0;745.8;762.5;42;Wind blowing from the west-northwest;6;;;;Scattered clouds (40-50%) 1500 m, broken clouds (60-90%) 5400 m;16.0;13.0
02.07.2022 11:53;27.0;745.8;762.5;42;Wind blowing from the west-southwest;5;9;;;Scattered clouds (40-50%) 1500 m, broken clouds (60-90%) 5700 m;16.0;13.0
02.07.2022 10:53;26.0;745.8;762.5;48;Wind blowing from the west-northwest;4;;;;Few clouds (10-30%) 1650 m, broken clouds (60-90%) 7500 m;16.0;14.0
02.07.2022 9:53;24.0;745.5;762.3;54;Wind blowing from the south-west;3;;;;Scattered clouds (40-50%) 7500 m;16.0;14.0
02.07.2022 8:53;23.0;745.6;762.5;53;variable wind direction;3;;;;Few clouds (10-30%) 7500 m;16.0;13.0
02.07.2022 7:53;21.0;745.5;762.5;60;variable wind direction;2;;;;Few clouds (10-30%) 7500 m;16.0;13.0
02.07.2022 6:53;18.0;745.3;762.5;68;Calm, no wind;0;;;;Few clouds (10-30%) 7500 m;16.0;12.0
02.07.2022 5:53;16.0;745.0;762.3;77;Wind blowing from the south-west;2;;;;Few clouds (10-30%) 6900 m;16.0;12.0
02.07.2022 4:53;14.0;744.3;761.7;82;Wind blowing from the west-northwest;3;;;;Few clouds (10-30%) 4500 m;16.0;11.0
02.07.2022 3:53;16.0;744.0;761.2;72;Wind blowing from the west;2;;;;No clouds;16.0;11.0
02.07.2022 2:53;17.0;744.0;761.2;73;Wind blowing from the west-northwest;2;;;;Scattered clouds (40-50%) 3900 m;16.0;12.0
02.07.2022 1:53;17.0;743.8;761.0;68;Wind blowing from the west;3;;;;Scattered clouds (40-50%) 2700 m;16.0;11.0
02.07.2022 0:53;19.0;743.6;760.7;64;Wind blowing from the north-west;3;;;;Broken clouds (60-90%) 2700 m;16.0;12.0
01.07.2022 23:53;21.0;743.8;760.7;78;Wind blowing from the north-northwest;4;;;;Broken clouds (60-90%) 2250 m, broken clouds (60-90%) 2700 m;14.0;17.0
01.07.2022 22:53;21.0;743.6;760.5;88;Wind blowing from the west;3;;;;Few clouds (10-30%) 2400 m, broken clouds (60-90%) 5400 m;11.0;19.0
01.07.2022 21:53;21.0;743.6;760.5;88;Wind blowing from the west-southwest;4;;;;Broken clouds (60-90%) 3300 m, overcast (100%) 5400 m;16.0;19.0
01.07.2022 20:53;22.0;743.1;760.0;83;Wind blowing from the south-west;5;;;;Broken clouds (60-90%) 3300 m, overcast (100%) 5400 m;16.0;19.0
01.07.2022 19:53;22.0;742.8;759.7;83;Wind blowing from the south-southwest;3;;;;Broken clouds (60-90%) 3300 m, overcast (100%) 4500 m;16.0;19.0
01.07.2022 18:53;22.0;742.8;759.7;83;Wind blowing from the south-west;4;;;;Few clouds (10-30%) 1950 m, broken clouds (60-90%) 3300 m, overcast (100%) 4500 m;16.0;19.0
01.07.2022 17:53;22.0;742.8;759.7;88;Wind blowing from the west;5;;Light rain;;Few clouds (10-30%) 1200 m, scattered clouds (40-50%) 1950 m, overcast (100%) 3000 m;12.0;20.0
01.07.2022 16:53;23.0;742.9;759.7;78;Wind blowing from the west-southwest;6;;Light rain;;Few clouds (10-30%) 1200 m, scattered clouds (40-50%) 1950 m, overcast (100%) 3300 m;16.0;19.0
01.07.2022 15:53;23.0;743.2;760.0;83;Wind blowing from the west-northwest;4;;Light rain;;Scattered clouds (40-50%) 1800 m, broken clouds (60-90%) 2700 m, overcast (100%) 3300 m;8.0;20.0
01.07.2022 14:53;28.0;743.0;759.5;55;Wind blowing from the north-west;7;;;;Scattered clouds (40-50%) 1500 m, broken clouds (60-90%) 2100 m, overcast (100%) 3000 m;16.0;18.0
01.07.2022 13:53;30.0;742.8;759.2;49;Wind blowing from the south-west;8;11;;;Scattered clouds (40-50%) 1500 m, broken clouds (60-90%) 3600 m, overcast (100%) 6900 m;16.0;18.0
01.07.2022 12:53;29.0;743.2;759.7;51;Wind blowing from the south-west;5;;;;Scattered clouds (40-50%) 1500 m, broken clouds (60-90%) 3600 m, overcast (100%) 6600 m;16.0;18.0
01.07.2022 11:53;29.0;743.5;760.0;48;Wind blowing from the south-west;6;;;;Scattered clouds (40-50%) 1500 m, broken clouds (60-90%) 3300 m, overcast (100%) 6600 m;16.0;17.0
01.07.2022 10:53;28.0;743.7;760.2;51;Wind blowing from the west-southwest;6;;;;Few clouds (10-30%) 2100 m, broken clouds (60-90%) 4500 m, overcast (100%) 6600 m;16.0;17.0
01.07.2022 9:53;28.0;743.7;760.2;55;Wind blowing from the west-southwest;5;;;;Few clouds (10-30%) 3000 m, overcast (100%) 6000 m;16.0;18.0
01.07.2022 8:53;26.0;743.5;760.2;58;Wind blowing from the south-west;6;;;;Few clouds (10-30%) 1800 m, broken clouds (60-90%) 3900 m, overcast (100%) 6000 m;16.0;17.0
01.07.2022 7:53;26.0;743.5;760.2;54;Wind blowing from the south-west;6;;;;Broken clouds (60-90%) 3300 m, overcast (100%) 6900 m;16.0;16.0
01.07.2022 6:53;23.0;743.9;760.7;61;Wind blowing from the south-southwest;5;;;;Scattered clouds (40-50%) 5400 m, broken clouds (60-90%) 6900 m;16.0;15.0
01.07.2022 5:53;21.0;743.8;760.7;64;Wind blowing from the south-southwest;4;;;;Few clouds (10-30%) 2400 m, scattered clouds (40-50%) 5400 m, broken clouds (60-90%) 6900 m;16.0;14.0
01.07.2022 4:53;20.0;743.5;760.5;69;Wind blowing from the south-southwest;3;;;;Few clouds (10-30%) 2400 m, broken clouds (60-90%) 6900 m;16.0;14.0
01.07.2022 3:53;21.0;743.6;760.5;57;Wind blowing from the south-west;4;;;;Few clouds (10-30%) 2100 m, scattered clouds (40-50%) 6900 m;16.0;12.0
01.07.2022 2:53;22.0;743.6;760.5;53;Wind blowing from the south-southwest;4;;;;Few clouds (10-30%) 2100 m, scattered clouds (40-50%) 6600 m;16.0;12.0
01.07.2022 1:53;21.0;744.0;761.0;60;Wind blowing from the south-southwest;3;;;;Few clouds (10-30%) 2400 m, scattered clouds (40-50%) 6900 m;16.0;13.0
01.07.2022 0:53;22.0;744.6;761.5;53;Wind blowing from the south-west;3;;;;Broken clouds (60-90%) 7500 m;16.0;12.0
30.06.2022 23:53;22.0;744.6;761.5;57;Wind blowing from the south-southwest;3;;;;Broken clouds (60-90%) 7200 m;16.0;13.0
30.06.2022 22:53;23.0;744.6;761.5;53;Wind blowing from the south;4;;;;Broken clouds (60-90%) 6600 m;16.0;13.0
30.06.2022 21:53;25.0;745.0;761.7;47;Wind blowing from the south-southwest;2;;;;Broken clouds (60-90%) 6600 m;16.0;13.0
30.06.2022 20:53;26.0;744.8;761.5;45;Wind blowing from the south-southwest;2;;;;Broken clouds (60-90%) 6600 m;16.0;13.0
30.06.2022 19:53;28.0;744.9;761.5;40;Wind blowing from the south;3;;;;Scattered clouds (40-50%) 7500 m;16.0;13.0
30.06.2022 18:53;31.0;745.3;761.7;29;Wind blowing from the south-southwest;5;;;;Broken clouds (60-90%) 7500 m;16.0;11.0
30.06.2022 17:53;32.0;745.3;761.7;27;Wind blowing from the south-west;6;;;;Broken clouds (60-90%) 7500 m;16.0;11.0
30.06.2022 16:53;32.0;745.9;762.3;24;Wind blowing from the south-southwest;7;;;;Broken clouds (60-90%) 7500 m;16.0;9.0
30.06.2022 15:53;32.0;746.1;762.5;22;Wind blowing from the south-west;8;11;;;Broken clouds (60-90%) 7500 m;16.0;8.0
30.06.2022 14:53;33.0;746.5;762.8;26;Wind blowing from the south-west;6;10;;;Broken clouds (60-90%) 7500 m;16.0;11.0
30.06.2022 13:53;32.0;747.1;763.5;29;Wind blowing from the south-southwest;8;12;;;Broken clouds (60-90%) 7500 m;16.0;12.0
30.06.2022 12:53;32.0;747.9;764.3;29;Wind blowing from the south-southwest;7;12;;;Few clouds (10-30%) 3000 m, scattered clouds (40-50%) 7500 m;16.0;12.0
30.06.2022 11:53;31.0;748.5;765.0;35;Wind blowing from the south-west;7;11;;;Few clouds (10-30%) 1800 m, scattered clouds (40-50%) 7500 m;16.0;14.0
30.06.2022 10:53;29.0;749.0;765.6;45;Wind blowing from the south-southwest;5;9;;;Few clouds (10-30%) 4200 m, few clouds (10-30%) 7500 m;16.0;16.0
30.06.2022 9:53;28.0;748.9;765.6;55;Wind blowing from the south-southwest;4;;;;Few clouds (10-30%) 7500 m;16.0;18.0
30.06.2022 8:53;26.0;748.8;765.6;61;Wind blowing from the south-southwest;5;;;;Few clouds (10-30%) 7500 m;16.0;18.0
30.06.2022 7:53;23.0;749.3;766.3;69;Wind blowing from the south-west;3;;;;Few clouds (10-30%) 900 m, broken clouds (60-90%) 4800 m, broken clouds (60-90%) 7500 m;16.0;17.0
